Var1,powerall_1,powerall_2,powerall_3,powerall_4,powerall_5,powerall_6,powerall_7,powerall_8,powerall_9,powerall_10,powerall_11,powerall_12,powerall_13,powerall_14,powerall_15,powerall_16,powerall_17,powerall_18,powerall_19,powerall_20,powerall_21,powerall_22,powerall_23,powerall_24,powerall_25,powerall_26,powerall_27,powerall_28,powerall_29,powerall_30,powerall_31,powerall_32,powerall_33,powerall_34,powerall_35,powerall_36,powerall_37,powerall_38,powerall_39,powerall_40,powerall_41,powerall_42,powerall_43,powerall_44,powerall_45,powerall_46,powerall_47,powerall_48,powerall_49,powerall_50,powerall_51,powerall_52,powerall_53,powerall_54,powerall_55,powerall_56,powerall_57,powerall_58,powerall_59,powerall_60,powerall_61,powerall_62,powerall_63,powerall_64,powerall_65,powerall_66,powerall_67,powerall_68,powerall_69,powerall_70,powerall_71,powerall_72,powerall_73,powerall_74,powerall_75,powerall_76,powerall_77,powerall_78,powerall_79,powerall_80,powerall_81,powerall_82,powerall_83,powerall_84,powerall_85,powerall_86,powerall_87,powerall_88,powerall_89,powerall_90,powerall_91,powerall_92,powerall_93,powerall_94,powerall_95,powerall_96,powerall_97,powerall_98,powerall_99,powerall_100,powerall_101
10000,1.5153502192464,12.6321908437906,23.0997934960567,33.3835832655567,43.2484024155294,53.02559138263,61.7263076055948,70.140971538869,79.0438876938631,87.146284422129,95.0408754684579,102.495944007214,108.592947844008,114.147156078758,121.335632954223,127.119665271017,131.581947661096,136.976463330165,141.358853445508,145.619503981551,149.537541495556,153.397497732128,157.514595057592,160.59220380045,163.72602161774,164.607692784564,165.319057232781,171.341745084034,170.261058259159,172.309359630751,175.828939847729,176.175183538858,178.906343179658,179.96892823686,180.441241307572,183.084652929303,181.344696239354,182.35161752447,182.238837297106,183.707749790025,181.504511550906,179.472555814438,180.866899958989,182.508053466472,182.632474181021,181.483080895433,184.175604601397,180.60388264288,179.946838208853,178.739235649495,180.611048136601,179.63444775227,178.986101357243,177.727521567601,176.637993629966,177.62359816451,176.053235330478,175.189769028448,174.350332644988,169.115565756032,175.397202292907,170.633948203335,170.700030424683,170.408085340063,164.764072572786,163.835249004811,167.334622370739,167.774105602453,164.999052749402,164.166494739566,164.491693369141,162.488516614881,161.82001855561,160.231188878593,159.067714395747,154.245349365102,156.581597141698,155.810404086411,154.391059710964,154.244890585017,152.949381925516,155.25151763845,151.720070915169,150.399855172802,150.189189273437,148.021389479604,147.089652606085,146.428200787104,144.60798814209,147.128710434514,145.755270011156,142.502115420634,146.396705973903,140.959281877134,141.053854564465,139.125350751202,138.260668361976,134.009949167518,137.313499940958,136.204554847534,134.359027445792
11000,1.67167768545379,12.788518309998,23.2561209622641,33.5399107317641,43.4047298817367,53.1819188488374,61.8826350718022,70.2972990050764,79.2002151600705,87.3026118883364,95.1972029346653,102.652271473422,108.749275310216,114.303483544966,121.49196042043,127.275992737225,131.738275127303,137.132790796373,141.515180911716,145.775831447758,149.693868961764,153.553825198336,157.670922523799,160.748531266657,163.882349083947,164.764020250771,165.475384698989,171.498072550241,170.417385725367,172.465687096958,175.985267313936,176.331511005065,179.062670645865,180.125255703067,180.597568773779,183.24098039551,181.501023705561,182.507944990678,182.395164763313,183.864077256232,181.660839017113,179.628883280646,181.023227425196,182.664380932679,182.788801647229,181.639408361641,184.331932067604,180.760210109088,180.10316567506,178.895563115702,180.767375602809,179.790775218477,179.14242882345,177.883849033808,176.794321096173,177.779925630717,176.209562796686,175.346096494656,174.506660111196,169.27189322224,175.553529759114,170.790275669543,170.856357890891,170.564412806271,164.920400038993,163.991576471019,167.490949836946,167.930433068661,165.15538021561,164.322822205773,164.648020835349,162.644844081089,161.976346021817,160.3875163448,159.224041861954,154.401676831309,156.737924607906,155.966731552618,154.547387177172,154.401218051224,153.105709391723,155.407845104657,151.876398381376,150.556182639009,150.345516739645,148.177716945811,147.245980072292,146.584528253312,144.764315608297,147.285037900721,145.911597477363,142.658442886842,146.553033440111,141.115609343342,141.210182030672,139.281678217409,138.416995828183,134.166276633726,137.469827407165,136.360882313742,134.515354911999
12000,1.79740561277629,12.9142462373205,23.3818488895866,33.6656386590866,43.5304578090592,53.3076467761599,62.0083629991247,70.4230269323989,79.325943087393,87.4283398156589,95.3229308619878,102.777999400744,108.875003237538,114.429211472288,121.617688347753,127.401720664547,131.864003054626,137.258518723695,141.640908839038,145.901559375081,149.819596889086,153.679553125658,157.796650451122,160.87425919398,164.00807701127,164.889748178094,165.601112626311,171.623800477563,170.543113652689,172.591415024281,176.110995241259,176.457238932388,179.188398573188,180.25098363039,180.723296701102,183.366708322832,181.626751632884,182.633672918,182.520892690635,183.989805183555,181.786566944436,179.754611207968,181.148955352518,182.790108860002,182.914529574551,181.765136288963,184.457659994927,180.88593803641,180.228893602383,179.021291043025,180.893103530131,179.9165031458,179.268156750773,178.009576961131,176.920049023495,177.90565355804,176.335290724008,175.471824421978,174.632388038518,169.397621149562,175.679257686437,170.916003596865,170.982085818213,170.690140733593,165.046127966316,164.117304398341,167.616677764268,168.056160995983,165.281108142932,164.448550133096,164.773748762671,162.770572008411,162.102073949139,160.513244272123,159.349769789277,154.527404758631,156.863652535228,156.092459479941,154.673115104494,154.526945978546,153.231437319046,155.53357303198,152.002126308699,150.681910566331,150.471244666967,148.303444873134,147.371707999614,146.710256180634,144.89004353562,147.410765828044,146.037325404686,142.784170814164,146.678761367433,141.241337270664,141.335909957995,139.407406144732,138.542723755506,134.292004561048,137.595555334488,136.486610241064,134.641082839322
13000,1.95911025743683,13.075950881981,23.5435535342471,33.8273433037472,43.6921624537198,53.4693514208205,62.1700676437852,70.5847315770594,79.4876477320536,87.5900444603195,95.4846355066483,102.939704045405,109.036707882199,114.590916116949,121.779392992413,127.563425309208,132.025707699286,137.420223368356,141.802613483699,146.063264019741,149.981301533747,153.841257770319,157.958355095782,161.03596383864,164.16978165593,165.051452822754,165.762817270972,171.785505122224,170.70481829735,172.753119668941,176.272699885919,176.618943577048,179.350103217848,180.41268827505,180.885001345762,183.528412967493,181.788456277544,182.795377562661,182.682597335296,184.151509828215,181.948271589096,179.916315852629,181.310659997179,182.951813504662,183.076234219212,181.926840933624,184.619364639587,181.047642681071,180.390598247043,179.182995687685,181.054808174792,180.07820779046,179.429861395433,178.171281605791,177.081753668156,178.067358202701,176.496995368669,175.633529066639,174.794092683179,169.559325794223,175.840962331097,171.077708241526,171.143790462874,170.851845378254,165.207832610976,164.279009043002,167.778382408929,168.217865640644,165.442812787593,164.610254777757,164.935453407332,162.932276653072,162.2637785938,160.674948916783,159.511474433937,154.689109403292,157.025357179889,156.254164124601,154.834819749155,154.688650623207,153.393141963706,155.69527767664,152.163830953359,150.843615210992,150.632949311628,148.465149517794,147.533412644275,146.871960825295,145.05174818028,147.572470472704,146.199030049346,142.945875458825,146.840466012094,141.403041915325,141.497614602655,139.569110789392,138.704428400166,134.453709205709,137.757259979148,136.648314885725,134.802787483982
14000,2.1330995099469,13.2499401344911,23.7175427867572,34.0013325562572,43.8661517062299,53.6433406733305,62.3440568962953,70.7587208295695,79.6616369845636,87.7640337128295,95.6586247591584,103.113693297915,109.210697134709,114.764905369459,121.953382244923,127.737414561718,132.199696951796,137.594212620866,141.976602736209,146.237253272251,150.155290786257,154.015247022829,158.132344348292,161.20995309115,164.34377090844,165.225442075264,165.936806523482,171.959494374734,170.87880754986,172.927108921451,176.446689138429,176.792932829558,179.524092470359,180.58667752756,181.058990598273,183.702402220003,181.962445530054,182.969366815171,182.856586587806,184.325499080725,182.122260841607,180.090305105139,181.484649249689,183.125802757172,183.250223471722,182.100830186134,184.793353892097,181.221631933581,180.564587499553,179.356984940195,181.228797427302,180.252197042971,179.603850647943,178.345270858301,177.255742920666,178.241347455211,176.670984621179,175.807518319149,174.968081935689,169.733315046733,176.014951583607,171.251697494036,171.317779715384,171.025834630764,165.381821863486,164.452998295512,167.952371661439,168.391854893154,165.616802040103,164.784244030267,165.109442659842,163.106265905582,162.43776784631,160.848938169293,159.685463686447,154.863098655802,157.199346432399,156.428153377112,155.008809001665,154.862639875717,153.567131216216,155.86926692915,152.337820205869,151.017604463502,150.806938564138,148.639138770304,147.707401896785,147.045950077805,145.22573743279,147.746459725214,146.373019301856,143.119864711335,147.014455264604,141.577031167835,141.671603855165,139.743100041902,138.878417652676,134.627698458219,137.931249231658,136.822304138235,134.976776736492
15000,2.25365522778903,13.3704958523332,23.8380985045993,34.1218882740994,43.986707424072,53.7638963911727,62.4646126141374,70.8792765474116,79.7821927024058,87.8845894306717,95.7791804770005,103.234249015757,109.331252852551,114.885461087301,122.073937962766,127.85797027956,132.320252669638,137.714768338708,142.097158454051,146.357808990094,150.275846504099,154.135802740671,158.252900066134,161.330508808992,164.464326626282,165.345997793107,166.057362241324,172.080050092576,170.999363267702,173.047664639294,176.567244856271,176.913488547401,179.644648188201,180.707233245402,181.179546316115,183.822957937845,182.083001247896,183.089922533013,182.977142305648,184.446054798568,182.242816559449,180.210860822981,181.605204967531,183.246358475015,183.370779189564,182.221385903976,184.913909609939,181.342187651423,180.685143217395,179.477540658037,181.349353145144,180.372752760813,179.724406365786,178.465826576143,177.376298638508,178.361903173053,176.791540339021,175.928074036991,175.088637653531,169.853870764575,176.13550730145,171.372253211878,171.438335433226,171.146390348606,165.502377581328,164.573554013354,168.072927379281,168.512410610996,165.737357757945,164.904799748109,165.229998377684,163.226821623424,162.558323564152,160.969493887135,159.806019404289,154.983654373644,157.319902150241,156.548709094954,155.129364719507,154.983195593559,153.687686934058,155.989822646993,152.458375923711,151.138160181344,150.92749428198,148.759694488146,147.827957614627,147.166505795647,145.346293150632,147.867015443056,146.493575019698,143.240420429177,147.135010982446,141.697586885677,141.792159573007,139.863655759744,138.998973370519,134.748254176061,138.051804949501,136.942859856077,135.097332454334
16000,2.42686551681911,13.5437061413633,24.0113087936294,34.2950985631294,44.1599177131021,53.9371066802027,62.6378229031675,71.0524868364417,79.9554029914358,88.0577997197017,95.9523907660306,103.407459304787,109.504463141581,115.058671376331,122.247148251796,128.03118056859,132.493462958669,137.887978627738,142.270368743081,146.531019279124,150.449056793129,154.309013029701,158.426110355165,161.503719098022,164.637536915312,165.519208082137,166.230572530354,172.253260381606,171.172573556732,173.220874928324,176.740455145301,177.086698836431,179.817858477231,180.880443534432,181.352756605145,183.996168226875,182.256211536926,183.263132822043,183.150352594678,184.619265087598,182.416026848479,180.384071112011,181.778415256561,183.419568764045,183.543989478594,182.394596193006,185.087119898969,181.515397940453,180.858353506426,179.650750947068,181.522563434174,180.545963049843,179.897616654816,178.639036865173,177.549508927538,178.535113462083,176.964750628051,176.101284326021,175.261847942561,170.027081053605,176.30871759048,171.545463500908,171.611545722256,171.319600637636,165.675587870358,164.746764302384,168.246137668311,168.685620900026,165.910568046975,165.078010037139,165.403208666714,163.400031912454,162.731533853182,161.142704176166,159.979229693319,155.156864662674,157.493112439271,156.721919383984,155.302575008537,155.156405882589,153.860897223088,156.163032936023,152.631586212742,151.311370470374,151.10070457101,148.932904777176,148.001167903657,147.339716084677,145.519503439662,148.040225732086,146.666785308728,143.413630718207,147.308221271476,141.870797174707,141.965369862037,140.036866048775,139.172183659549,134.921464465091,138.225015238531,137.116070145107,135.270542743364
17000,2.55175970921599,13.6686003337602,24.1362029860263,34.4199927555263,44.2848119054989,54.0620008725996,62.7627170955644,71.1773810288386,80.0802971838327,88.1826939120986,96.0772849584275,103.532353497184,109.629357333978,115.183565568728,122.372042444193,128.156074760987,132.618357151065,138.012872820135,142.395262935478,146.655913471521,150.573950985526,154.433907222098,158.551004547561,161.628613290419,164.762431107709,165.644102274534,166.355466722751,172.378154574003,171.297467749129,173.345769120721,176.865349337698,177.211593028828,179.942752669628,181.005337726829,181.477650797542,184.121062419272,182.381105729323,183.38802701444,183.275246787075,184.744159279995,182.540921040876,180.508965304408,181.903309448958,183.544462956442,183.668883670991,182.519490385403,185.212014091366,181.64029213285,180.983247698822,179.775645139464,181.647457626571,180.67085724224,180.022510847213,178.76393105757,177.674403119935,178.66000765448,177.089644820448,176.226178518418,175.386742134958,170.151975246002,176.433611782877,171.670357693305,171.736439914653,171.444494830033,165.800482062755,164.871658494781,168.371031860708,168.810515092423,166.035462239372,165.202904229536,165.528102859111,163.524926104851,162.856428045579,161.267598368562,160.104123885716,155.281758855071,157.618006631668,156.846813576381,155.427469200934,155.281300074986,153.985791415485,156.28792712842,152.756480405138,151.436264662771,151.225598763407,149.057798969573,148.126062096054,147.464610277074,145.644397632059,148.165119924483,146.791679501125,143.538524910604,147.433115463873,141.995691367104,142.090264054434,140.161760241171,139.297077851946,135.046358657488,138.349909430928,137.240964337504,135.395436935761
18000,2.671100170569,13.7879407951132,24.2555434473793,34.5393332168793,44.404152366852,54.1813413339526,62.8820575569174,71.2967214901916,80.1996376451857,88.3020343734516,96.1966254197805,103.651693958537,109.748697795331,115.302906030081,122.491382905546,128.27541522234,132.737697612418,138.132213281488,142.514603396831,146.775253932874,150.693291446879,154.553247683451,158.670345008914,161.747953751772,164.881771569062,165.763442735886,166.474807184104,172.497495035356,171.416808210482,173.465109582074,176.984689799051,177.330933490181,180.062093130981,181.124678188182,181.596991258895,184.240402880625,182.500446190676,183.507367475793,183.394587248428,184.863499741348,182.660261502229,180.628305765761,182.022649910311,183.663803417795,183.788224132344,182.638830846756,185.331354552719,181.759632594203,181.102588160175,179.894985600817,181.766798087924,180.790197703593,180.141851308566,178.883271518923,177.793743581288,178.779348115833,177.208985281801,176.345518979771,175.506082596311,170.271315707355,176.55295224423,171.789698154658,171.855780376006,171.563835291386,165.919822524108,164.990998956134,168.490372322061,168.929855553776,166.154802700725,165.322244690889,165.647443320464,163.644266566204,162.975768506932,161.386938829915,160.223464347069,155.401099316424,157.737347093021,156.966154037734,155.546809662287,155.400640536339,154.105131876838,156.407267589773,152.875820866491,151.555605124124,151.34493922476,149.177139430926,148.245402557407,147.583950738427,145.763738093412,148.284460385836,146.911019962478,143.657865371957,147.552455925226,142.115031828457,142.209604515787,140.281100702524,139.416418313299,135.165699118841,138.469249892281,137.360304798857,135.514777397114
19000,2.80788125387918,13.9247218784233,24.3923245306894,34.6761143001895,44.5409334501621,54.3181224172628,63.0188386402276,71.4335025735018,80.3364187284959,88.4388154567618,96.3334065030907,103.788475041847,109.885478878641,115.439687113391,122.628163988856,128.41219630565,132.874478695729,138.268994364798,142.651384480141,146.912035016184,150.830072530189,154.690028766761,158.807126092225,161.884734835082,165.018552652372,165.900223819197,166.611588267414,172.634276118666,171.553589293792,173.601890665384,177.121470882361,177.467714573491,180.198874214291,181.261459271493,181.733772342205,184.377183963935,182.637227273986,183.644148559103,183.531368331738,185.000280824658,182.797042585539,180.765086849071,182.159430993621,183.800584501105,183.925005215654,182.775611930066,185.46813563603,181.896413677513,181.239369243486,180.031766684128,181.903579171234,180.926978786903,180.278632391876,179.020052602234,177.930524664598,178.916129199143,177.345766365111,176.482300063081,175.642863679621,170.408096790665,176.68973332754,171.926479237968,171.992561459316,171.700616374696,166.056603607418,165.127780039444,168.627153405371,169.066636637086,166.291583784035,165.459025774199,165.784224403774,163.781047649514,163.112549590242,161.523719913226,160.360245430379,155.537880399734,157.874128176331,157.102935121044,155.683590745597,155.537421619649,154.241912960149,156.544048673083,153.012601949802,151.692386207434,151.48172030807,149.313920514236,148.382183640717,147.720731821737,145.900519176723,148.421241469146,147.047801045789,143.794646455267,147.689237008536,142.251812911767,142.346385599097,140.417881785835,139.553199396609,135.302480202151,138.606030975591,137.497085882167,135.651558480424
20000,2.96910651411272,14.0859471386569,24.553549790923,34.837339560423,44.7021587103957,54.4793476774963,63.1800639004611,71.5947278337353,80.4976439887295,88.6000407169954,96.4946317633242,103.949700302081,110.046704138875,115.600912373625,122.789389249089,128.573421565884,133.035703955962,138.430219625032,142.812609740375,147.073260276417,150.991297790422,154.851254026995,158.968351352458,162.045960095316,165.179777912606,166.06144907943,166.772813527647,172.7955013789,171.714814554026,173.763115925617,177.282696142595,177.628939833724,180.360099474524,181.422684531726,181.894997602438,184.538409224169,182.79845253422,183.805373819337,183.692593591972,185.161506084891,182.958267845772,180.926312109304,182.320656253855,183.961809761338,184.086230475888,182.9368371903,185.629360896263,182.057638937747,181.400594503719,180.192991944361,182.064804431468,181.088204047136,180.439857652109,179.181277862467,178.091749924832,179.077354459376,177.506991625345,176.643525323315,175.804088939854,170.569322050899,176.850958587773,172.087704498202,172.15378671955,171.86184163493,166.217828867652,165.289005299678,168.788378665605,169.22786189732,166.452809044269,165.620251034432,165.945449664008,163.942272909748,163.273774850476,161.684945173459,160.521470690613,155.699105659968,158.035353436565,157.264160381277,155.844816005831,155.698646879883,154.403138220382,156.705273933316,153.173827210035,151.853611467668,151.642945568304,149.47514577447,148.543408900951,147.881957081971,146.061744436956,148.58246672938,147.209026306022,143.955871715501,147.850462268769,142.413038172001,142.507610859331,140.579107046068,139.714424656842,135.463705462385,138.767256235824,137.6583111424,135.812783740658
21000,3.11276655559297,14.2296071801371,24.6972098324032,34.9809996019033,44.8458187518759,54.6230077189766,63.3237239419414,71.7383878752156,80.6413040302097,88.7437007584756,96.6382918048045,104.093360343561,110.190364180355,115.744572415105,122.93304929057,128.717081607364,133.179363997442,138.573879666512,142.956269781855,147.216920317898,151.134957831903,154.994914068475,159.112011393938,162.189620136796,165.323437954086,166.20510912091,166.916473569128,172.93916142038,171.858474595506,173.906775967098,177.426356184075,177.772599875205,180.503759516005,181.566344573206,182.038657643919,184.682069265649,182.9421125757,183.949033860817,183.836253633452,185.305166126371,183.101927887253,181.069972150785,182.464316295335,184.105469802819,184.229890517368,183.08049723178,185.773020937743,182.201298979227,181.544254545199,180.336651985841,182.208464472948,181.231864088617,180.583517693589,179.324937903947,178.235409966312,179.221014500857,177.650651666825,176.787185364795,175.947748981335,170.712982092379,176.994618629254,172.231364539682,172.29744676103,172.00550167641,166.361488909132,165.432665341158,168.932038707085,169.3715219388,166.596469085749,165.763911075913,166.089109705488,164.085932951228,163.417434891956,161.828605214939,160.665130732093,155.842765701448,158.179013478045,157.407820422758,155.988476047311,155.842306921363,154.546798261862,156.848933974797,153.317487251515,151.997271509148,151.786605609784,149.61880581595,148.687068942431,148.025617123451,146.205404478436,148.72612677086,147.352686347502,144.099531756981,147.99412231025,142.556698213481,142.651270900811,140.722767087548,139.858084698323,135.607365503865,138.910916277304,137.801971183881,135.956443782138
22000,3.25157956445438,14.3684201889985,24.8360228412646,35.1198126107647,44.9846317607373,54.761820727838,63.4625369508028,71.877200884077,80.7801170390711,88.882513767337,96.7771048136659,104.232173352422,110.329177189216,115.883385423966,123.071862299431,128.855894616225,133.318177006304,138.712692675373,143.095082790716,147.355733326759,151.273770840764,155.133727077336,159.2508244028,162.328433145658,165.462250962948,166.343922129772,167.055286577989,173.077974429242,171.997287604367,174.045588975959,177.565169192937,177.911412884066,180.642572524866,181.705157582068,182.17747065278,184.820882274511,183.080925584562,184.087846869678,183.975066642314,185.443979135233,183.240740896114,181.208785159646,182.603129304197,184.24428281168,184.368703526229,183.219310240641,185.911833946605,182.340111988088,181.683067554061,180.475464994703,182.347277481809,181.370677097478,180.722330702451,179.463750912809,178.374222975174,179.359827509718,177.789464675686,176.925998373656,176.086561990196,170.85179510124,177.133431638115,172.370177548543,172.436259769891,172.144314685271,166.500301917994,165.571478350019,169.070851715947,169.510334947661,166.73528209461,165.902724084774,166.227922714349,164.224745960089,163.556247900818,161.967418223801,160.803943740955,155.98157871031,158.317826486906,157.546633431619,156.127289056172,155.981119930224,154.685611270724,156.987746983658,153.456300260377,152.136084518009,151.925418618645,149.757618824812,148.825881951293,148.164430132312,146.344217487298,148.864939779722,147.491499356364,144.238344765842,148.132935319111,142.695511222342,142.790083909673,140.86158009641,139.996897707184,135.746178512726,139.049729286166,137.940784192742,136.095256791
23000,3.37580602948251,14.4926466540267,24.9602493062928,35.2440390757928,45.1088582257655,54.8860471928661,63.5867634158309,72.0014273491051,80.9043435040992,89.0067402323651,96.901331278694,104.356399817451,110.453403654244,116.007611888995,123.196088764459,128.980121081254,133.442403471332,138.836919140401,143.219309255744,147.479959791787,151.397997305792,155.257953542364,159.375050867828,162.452659610686,165.586477427976,166.4681485948,167.179513043017,173.20220089427,172.121514069396,174.169815440987,177.689395657965,178.035639349094,180.766798989894,181.829384047096,182.301697117808,184.945108739539,183.20515204959,184.212073334706,184.099293107342,185.568205600261,183.364967361142,181.333011624674,182.727355769225,184.368509276708,184.492929991258,183.343536705669,186.036060411633,182.464338453116,181.807294019089,180.599691459731,182.471503946837,181.494903562506,180.846557167479,179.587977377837,178.498449440202,179.484053974746,177.913691140714,177.050224838684,176.210788455224,170.976021566269,177.257658103143,172.494404013572,172.56048623492,172.268541150299,166.624528383022,165.695704815048,169.195078180975,169.634561412689,166.859508559638,166.026950549802,166.352149179377,164.348972425117,163.680474365846,162.091644688829,160.928170205983,156.105805175338,158.442052951935,157.670859896647,156.2515155212,156.105346395253,154.809837735752,157.111973448686,153.580526725405,152.260310983038,152.049645083674,149.88184528984,148.950108416321,148.28865659734,146.468443952326,148.98916624475,147.615725821392,144.362571230871,148.257161784139,142.81973768737,142.914310374701,140.985806561438,140.121124172212,135.870404977754,139.173955751194,138.06501065777,136.219483256028
24000,3.4859498435567,14.6027904681009,25.070393120367,35.354182889867,45.2190020398397,54.9961910069403,63.6969072299051,72.1115711631793,81.0144873181734,89.1168840464393,97.0114750927682,104.466543631525,110.563547468319,116.117755703069,123.306232578533,129.090264895328,133.552547285406,138.947062954476,143.329453069819,147.590103605861,151.508141119866,155.368097356439,159.485194681902,162.56280342476,165.69662124205,166.578292408874,167.289656857091,173.312344708344,172.23165788347,174.279959255061,177.799539472039,178.145783163168,180.876942803968,181.93952786117,182.411840931882,185.055252553613,183.315295863664,184.322217148781,184.209436921416,185.678349414335,183.475111175216,181.443155438748,182.837499583299,184.478653090782,184.603073805332,183.453680519744,186.146204225707,182.574482267191,181.917437833163,180.709835273805,182.581647760912,181.60504737658,180.956700981553,179.698121191911,178.608593254276,179.59419778882,178.023834954789,177.160368652759,176.320932269298,171.086165380343,177.367801917217,172.604547827646,172.670630048994,172.378684964374,166.734672197096,165.805848629122,169.305221995049,169.744705226764,166.969652373713,166.137094363876,166.462292993452,164.459116239192,163.79061817992,162.201788502903,161.038314020057,156.215948989412,158.552196766009,157.781003710721,156.361659335275,156.215490209327,154.919981549826,157.22211726276,153.690670539479,152.370454797112,152.159788897748,149.991989103914,149.060252230395,148.398800411414,146.5785877664,149.099310058824,147.725869635466,144.472715044945,148.367305598213,142.929881501445,143.024454188775,141.095950375512,140.231267986286,135.980548791829,139.284099565268,138.175154471844,136.329627070102
25000,3.59113161755683,14.707972242101,25.1755748943671,35.4593646638672,45.3241838138398,55.1013727809405,63.8020890039052,72.2167529371794,81.1196690921736,89.2220658204395,97.1166568667683,104.571725405525,110.668729242319,116.222937477069,123.411414352533,129.195446669328,133.657729059406,139.052244728476,143.434634843819,147.695285379861,151.613322893867,155.473279130439,159.590376455902,162.66798519876,165.80180301605,166.683474182874,167.394838631092,173.417526482344,172.33683965747,174.385141029061,177.904721246039,178.250964937168,180.982124577968,182.04470963517,182.517022705882,185.160434327613,183.420477637664,184.427398922781,184.314618695416,185.783531188335,183.580292949216,181.548337212749,182.942681357299,184.583834864782,184.708255579332,183.558862293744,186.251385999707,182.679664041191,182.022619607163,180.815017047805,182.686829534912,181.71022915058,181.061882755553,179.803302965911,178.713775028276,179.699379562821,178.129016728789,177.265550426759,176.426114043299,171.191347154343,177.472983691217,172.709729601646,172.775811822994,172.483866738374,166.839853971096,165.911030403122,169.410403769049,169.849887000764,167.074834147713,166.242276137877,166.567474767452,164.564298013192,163.89579995392,162.306970276903,161.143495794057,156.321130763412,158.657378540009,157.886185484721,156.466841109275,156.320671983327,155.025163323826,157.32729903676,153.795852313479,152.475636571112,152.264970671748,150.097170877914,149.165434004395,148.503982185415,146.6837695404,149.204491832824,147.831051409466,144.577896818945,148.472487372214,143.035063275445,143.129635962775,141.201132149512,140.336449760286,136.085730565829,139.389281339268,138.280336245845,136.434808844102
26000,3.7472901758253,14.8641308003695,25.3317334526356,35.6155232221356,45.4803423721083,55.2575313392089,63.9582475621737,72.3729114954479,81.275827650442,89.3782243787079,97.2728154250368,104.727883963793,110.824887800587,116.379096035337,123.567572910802,129.351605227596,133.813887617675,139.208403286744,143.590793402087,147.85144393813,151.769481452135,155.629437688707,159.746535014171,162.824143757029,165.957961574319,166.839632741143,167.55099718936,173.573685040613,172.492998215738,174.54129958733,178.060879804308,178.407123495437,181.138283136237,182.200868193439,182.673181264151,185.316592885881,183.576636195933,184.583557481049,184.470777253685,185.939689746604,183.736451507485,181.704495771017,183.098839915567,184.739993423051,184.8644141376,183.715020852012,186.407544557976,182.835822599459,182.178778165432,180.971175606074,182.84298809318,181.866387708849,181.218041313822,179.95946152418,178.869933586545,179.855538121089,178.285175287057,177.421708985027,176.582272601567,171.347505712611,177.629142249486,172.865888159914,172.931970381262,172.640025296642,166.996012529365,166.06718896139,169.566562327318,170.006045559032,167.230992705981,166.398434696145,166.72363332572,164.72045657146,164.051958512188,162.463128835172,161.299654352326,156.47728932168,158.813537098277,158.04234404299,156.622999667543,156.476830541595,155.181321882095,157.483457595029,153.952010871748,152.63179512938,152.421129230016,150.253329436183,149.321592562663,148.660140743683,146.839928098669,149.360650391093,147.987209967735,144.734055377213,148.628645930482,143.191221833713,143.285794521044,141.357290707781,140.492608318555,136.241889124097,139.545439897537,138.436494804113,136.590967402371
27000,3.80471634724222,14.9215569717864,25.3891596240525,35.6729493935525,45.5377685435252,55.3149575106258,64.0156737335906,72.4303376668648,81.333253821859,89.4356505501248,97.3302415964537,104.78531013521,110.882313972004,116.436522206754,123.624999082219,129.409031399013,133.871313789092,139.265829458161,143.648219573504,147.908870109547,151.826907623552,155.686863860124,159.803961185588,162.881569928446,166.015387745735,166.89705891256,167.608423360777,173.631111212029,172.550424387155,174.598725758747,178.118305975724,178.464549666854,181.195709307654,182.258294364856,182.730607435568,185.374019057298,183.63406236735,184.640983652466,184.528203425101,185.997115918021,183.793877678902,181.761921942434,183.156266086984,184.797419594468,184.921840309017,183.772447023429,186.464970729393,182.893248770876,182.236204336849,181.028601777491,182.900414264597,181.923813880266,181.275467485239,180.016887695597,178.927359757961,179.912964292506,178.342601458474,177.479135156444,176.639698772984,171.404931884028,177.686568420903,172.923314331331,172.989396552679,172.697451468059,167.053438700781,166.124615132807,169.623988498734,170.063471730449,167.288418877398,166.455860867562,166.781059497137,164.777882742877,164.109384683605,162.520555006589,161.357080523742,156.534715493097,158.870963269694,158.099770214407,156.68042583896,156.534256713012,155.238748053512,157.540883766446,154.009437043165,152.689221300797,152.478555401433,150.310755607599,149.37901873408,148.7175669151,146.897354270086,149.418076562509,148.044636139152,144.79148154863,148.686072101899,143.24864800513,143.343220692461,141.414716879198,140.550034489972,136.299315295514,139.602866068954,138.49392097553,136.648393573787
