t,z1,z1dao,z2,z2dao
0,0,0,0,0
0.00113028889797251,1.45322937017411e-09,1.52357225516889e-06,1.07956735258438e-06,0.00113182330208432
0.00226057779594503,7.48096337654935e-09,6.08164635380863e-06,3.4060624006439e-06,0.00226240979302674
0.0030906640831262,1.63398902186529e-08,1.16600819837046e-05,5.83859846457663e-06,0.00309180809840753
0.00392075037030737,3.15644865522824e-08,1.97596869640085e-05,8.96442918115664e-06,0.00392018309129053
0.00475083665748853,5.54153981868755e-08,3.06555840581751e-05,1.27779729734244e-05,0.00474742297532975
0.00640738244933035,1.34764413128874e-07,6.06708729591525e-05,2.21788387812795e-05,0.00639492930632077
0.00806392824117217,2.7367817442836e-07,0.000103772188193679,3.41748616107717e-05,0.00803711682208578
0.00972047403301399,4.96029513880059e-07,0.000161811967500251,4.88472691352785e-05,0.00967322358155918
0.0113770198248558,8.2810917581555e-07,0.000236229880175987,6.62178865797381e-05,0.011302651598365
0.0140079669285382,1.64742372382731e-06,0.000390615261896787,9.93344315130804e-05,0.0138757360539345
0.0166389140322206,2.93215346336417e-06,0.000592815499274341,0.000139203362714472,0.0164292201028516
0.019269861135903,4.81367849564096e-06,0.00084583477749438,0.000185766367341262,0.0189617983296652
0.0219008082395854,7.42995324276574e-06,0.00115191459498255,0.000238962973322685,0.0214724664860089
0.0245317553432677,1.09232047441621e-05,0.00151268474871865,0.00029873400170854,0.023960462106382
0.0294322545699051,2.02705362497557e-05,0.00233362154423899,0.000427386760794413,0.0285325973170431
0.0343327537965426,3.41214346976371e-05,0.00335136054495449,0.000578243458519651,0.0330220998704493
0.03923325302318,5.34394247818926e-05,0.00456571491257457,0.000750898267220223,0.0374282718892268
0.0441337522498174,7.9181217344626e-05,0.00597318109147433,0.000944943519280262,0.0417517272126599
0.0490342514764548,0.000112280570296719,0.00756778459781615,0.00115997675086455,0.0459940592732424
0.0586633362366673,0.000202116701692456,0.0112138236615273,0.00164215466101807,0.0541034511981514
0.0682924209968799,0.000330086623919562,0.015481965261479,0.00220105066455349,0.0619306652622585
0.0779215057570924,0.000501835325890293,0.0202940772398803,0.00283405953469131,0.069500961194013
0.087550590517305,0.000722239048413231,0.025572591918913,0.00353882407484309,0.0768395008466295
0.0971796752775176,0.000995427902929252,0.0312434206710029,0.0043132287736128,0.0839701896925592
0.1219356180305,0.00196042539323715,0.0471837280833474,0.00661177617184441,0.101486456909344
0.146691560783482,0.00333640204804009,0.064354135029813,0.00933176234559259,0.11804676399979
0.171447503536465,0.0051468722094534,0.0821041343294011,0.0124513495570295,0.133825532103171
0.196203446289447,0.00740075745721019,0.100031126704333,0.0159523667233497,0.14890276609837
0.220959389042429,0.0100983246894001,0.117878417006337,0.0198180985515843,0.163303700029965
0.255806658945031,0.0146362344712014,0.142523299074671,0.0258456573786454,0.182423636320505
0.290653928847632,0.0200183385377243,0.166276984787735,0.0325153448979849,0.200150977387271
0.325501198750234,0.0262100564282016,0.18892089054422,0.0397769559000671,0.216385473570739
0.360348468652836,0.0331700263273488,0.210325958355761,0.0475764392215448,0.231002949697202
0.395195738555437,0.0408533299187628,0.230418654635262,0.0558552001394425,0.243869394018905
0.469059787921193,0.0593402026071183,0.269162692887908,0.0746780078943909,0.264522054936311
0.529303519641496,0.0763476773267807,0.29487761087054,0.0909530281747477,0.274797466690896
0.589547251361799,0.0946555244930218,0.312069717625222,0.1076922801258,0.279877961344453
0.649790983082102,0.113719840384748,0.319389803725337,0.124581202506301,0.27990337369839
0.710034714802405,0.132963669495501,0.317647657409563,0.141298948995369,0.274290137481451
0.770278446522707,0.151861729580697,0.308046623191362,0.157492953198697,0.262431035514379
0.85508485115789,0.177023096660711,0.28255773651265,0.178658192006926,0.234711194036181
0.939891255793073,0.199440358394291,0.243787640141961,0.196941474078943,0.19429483645434
1.02469766042826,0.218016732044739,0.192224594441142,0.211298180709466,0.142095298503874
1.10950406506344,0.231718117885879,0.128865855077149,0.220775881929305,0.0794118278078961
1.19431046969862,0.239609736627238,0.0553039350415555,0.224549000492442,0.00783873321857827
1.28542360366306,0.240708092632001,-0.032886617490714,0.221471819638178,-0.0767807548486207
1.37653673762749,0.233428070036349,-0.127925530970522,0.210414537861089,-0.166684748495695
1.46764987159193,0.217281377035977,-0.226901479826395,0.191038368953877,-0.25877005904658
1.55876300555637,0.192053362938764,-0.326750197510825,0.163296451875614,-0.349738860169379
1.6498761395208,0.157803380623795,-0.424446489959469,0.127446215856493,-0.436176897696639
1.74098927348524,0.114831952857467,-0.517757654222656,0.0840666505576397,-0.51440827560971
1.84979712503824,0.0529761559580196,-0.61696294490574,0.023613736646585,-0.593589304106694
1.95860497659124,-0.0184988576415154,-0.69285354212312,-0.0445025208606582,-0.654792917537602
2.05081103413472,-0.0845135779597123,-0.734680392618137,-0.10662400779884,-0.689856186033914
2.14301709167821,-0.153440830070927,-0.756032230119029,-0.171122873999846,-0.706363712143471
2.23522314922169,-0.223360875853307,-0.756809103996011,-0.236206351616123,-0.702174615918638
2.32742920676518,-0.292334467782302,-0.735862776532619,-0.299928003246117,-0.676406102340021
2.41963526430867,-0.358346244549809,-0.692444720918437,-0.360282375396558,-0.628953725094663
2.55185608925459,-0.443733600681808,-0.591536321977457,-0.437036658848092,-0.524486480943668
2.68407691420051,-0.512967887997384,-0.448018978191745,-0.497346469754263,-0.3804949926466
2.81629773914644,-0.560786484027609,-0.268065898183036,-0.536380042622096,-0.203324313949336
2.92057700436683,-0.580469901290692,-0.105902513152705,-0.549533845865247,-0.0458328740057288
3.02485626958721,-0.582557328974534,0.0684716822078943,-0.545706408809229,0.121453912178912
3.1291355348076,-0.566076603950492,0.24937863418696,-0.524186322628631,0.292645668114136
3.23341480002798,-0.530650231465778,0.430913107774275,-0.484885228835885,0.461520729116075
3.33769406524837,-0.476505851582003,0.607370973232309,-0.428376476106576,0.621615670698602
3.47065208388372,-0.381669401124145,0.817841332683815,-0.333553761789045,0.802444393522214
3.57921449202273,-0.284844539403134,0.96375402078865,-0.239572916952943,0.925538852508812
3.66132565776317,-0.201998929470974,1.05094073256794,-0.160327556242162,1.0016371568062
3.74343682350361,-0.112823809449895,1.11691006995817,-0.075551991309118,1.06032540704918
3.82554798924405,-0.0191037566312793,1.16177921607612,0.0132283177994335,1.09911305045225
3.90765915498449,0.0773888338740096,1.18485589857393,0.104324843752957,1.11637908158471
3.98977032072493,0.174840837746245,1.18523698386293,0.195932129343853,1.11121554234405
4.12618390906812,0.333751585165886,1.13439346769432,0.34423218077698,1.05274313459542
4.26259749741131,0.481391096685479,1.01954692646975,0.480406869572197,0.933293388930232
4.3990110857545,0.609306906459945,0.845028289474453,0.596451826833788,0.757785996159021
4.5354246740977,0.709867912564121,0.619174634867978,0.685252016317044,0.534699755402486
4.67183826244089,0.776786351416736,0.353365980513068,0.741064462349385,0.275714982738554
4.80965978837029,0.805494728551123,0.0581467380701555,0.759811235077905,-0.00801819612165164
4.9474813142997,0.792474033978428,-0.248040207576701,0.738755353258774,-0.297622080422959
5.0853028402291,0.73738725994229,-0.548849283809465,0.67832027007517,-0.575869584956734
5.22312436615851,0.641976929804365,-0.830719193093336,0.581334726316479,-0.825098981571854
5.34220115059312,0.530074028457181,-1.0438063910589,0.471857820394707,-1.00695374396642
5.46127793502773,0.395497327845633,-1.21074734450598,0.342880792522653,-1.15266795163498
5.58035471946235,0.244054573351742,-1.32466833490192,0.199108550091173,-1.25557544338124
5.69943150389696,0.082093391683397,-1.38585418959513,0.046000700228849,-1.30875143851714
5.81850828833157,-0.0839816908084556,-1.39396278096478,-0.110332167629374,-1.30848588220338
5.93758507276618,-0.247728808367225,-1.34728371591865,-0.263505480345308,-1.25485421221092
6.07318855430707,-0.423165031571797,-1.22846393993076,-0.426162215090561,-1.1321909294133
6.20879203584796,-0.578213404615604,-1.04658996775232,-0.568083495579013,-0.949809421579866
6.34439551738885,-0.704830805299717,-0.810217543032009,-0.681840305951314,-0.718047166152077
6.47999899892974,-0.796557186673045,-0.533661684657614,-0.761515703010341,-0.44903362269877
6.61560248047063,-0.848769995540523,-0.230026680568786,-0.803088587942754,-0.158309459861643
6.71622092754618,-0.860261137154671,0.00285943412553584,-0.807963339623843,0.0621865041744781
6.81683937462174,-0.848313543917324,0.234655411038891,-0.790770569035889,0.279143808860254
6.9174578216973,-0.813351375077739,0.459564134445807,-0.752234842590289,0.485705440042237
7.01807626877286,-0.756285259700533,0.673247773207038,-0.693737823808836,0.675005105065609
7.11869471584841,-0.678583005898935,0.86909495378051,-0.617265296552895,0.841865525764044
7.2362749690544,-0.565024644240434,1.05852978178016,-0.508308989566121,1.00611707122218
7.35385522226038,-0.431997553077739,1.19724815528699,-0.38226089438853,1.13207474545214
7.47143547546636,-0.285471757095878,1.28577039409662,-0.244002720007245,1.21309205891052
7.58901572867234,-0.131419001228641,1.32526840485264,-0.0990387379370232,1.24500662689744
7.70659598187832,0.0242807794645249,1.31465244476097,0.0468224692658542,1.22748255922383
7.83848514578824,0.193647631123914,1.243294900126,0.204441125561618,1.15192021780966
7.97037430969817,0.349776645271562,1.11385713061857,0.348487747947842,1.02233091940272
8.1022634736081,0.485530941820683,0.934959000173829,0.472318782388237,0.846480319105342
8.23415263751802,0.595006889864128,0.716927537983258,0.5704944143147,0.634747244492315
8.36604180142795,0.67377931149709,0.47137059027643,0.639062765882851,0.399365058245719
8.5158662328763,0.722661839353891,0.175397098821304,0.678333687582715,0.11987513822364
8.66569066432465,0.726981063160911,-0.120453333934508,0.6759157024196,-0.153994454003619
8.815515095773,0.687946314864731,-0.399808843124457,0.634035156716061,-0.403334356129568
