Var1,powerall_1,powerall_2,powerall_3,powerall_4,powerall_5,powerall_6,powerall_7,powerall_8,powerall_9,powerall_10,powerall_11,powerall_12,powerall_13,powerall_14,powerall_15,powerall_16,powerall_17,powerall_18,powerall_19,powerall_20,powerall_21
90000,155.712787405875,201.829779534446,247.335585652986,285.337814887975,346.571902601392,409.340301799905,464.376699740782,529.483142331517,617.605938353162,665.202986925366,727.034934801018,783.625956678537,844.65242492887,889.888668209523,983.265468196215,1011.52935502789,1077.93933613785,1099.88947748905,1118.77787559818,1140.73843776877,1199.39845008853
91000,154.533622433484,191.824916653618,241.871291737075,300.569207189809,346.767620112343,418.191970999989,468.800540232616,529.609226235311,612.769479254254,669.654714758577,734.430020648488,785.082393594483,880.881020262931,939.429776642226,986.529498843825,1034.80269661932,1049.10587397357,1129.7871875658,1160.97904140464,1153.16258195406,1223.39570560884
92000,152.554350372247,196.900412862334,236.795936471977,287.051059979907,354.169950101383,417.466073476586,463.631236188097,531.184340980575,623.22867445759,685.281587085307,729.715783709567,794.080523306161,873.016420510766,902.776823316111,945.929447890022,1037.33506546583,1069.43087378791,1125.21773073992,1170.00764470556,1202.44705447954,1227.14320857832
93000,152.408838079513,197.293701075677,236.258239061085,300.70692737878,356.238927663054,411.282170733584,471.989316779896,558.308718942602,625.625757428917,669.085624539807,731.533473530404,813.17211663207,845.750407029298,910.776409874613,1004.11961229125,995.200234832835,1092.86257816496,1122.17984854737,1150.10119864877,1192.37500099116,1257.8290122045
94000,150.808933820945,190.637054168675,233.403295955683,296.892573043183,351.309291983142,398.12015381327,486.873154794941,548.161602355291,602.388152515235,672.937596184054,738.043409176774,802.910461515193,848.472623007903,940.863392353872,1004.12035332779,1046.21953059949,1099.87435299689,1124.00811891488,1161.28910048807,1184.37054240877,1241.95654105439
95000,150.399977642123,188.793637341763,232.705690899005,285.966364865942,350.479198321386,407.897774970633,465.222428335383,536.056215957351,620.117376135727,690.081841580415,742.818208010974,826.17103150063,887.133990911921,949.603116298838,996.491389628738,1067.08310047547,1103.69334990957,1150.12305014618,1201.55032619898,1232.21447618625,1235.89609624646
96000,148.38157178625,184.645650134324,240.653466746711,284.952649762805,340.114829589762,404.323430938269,465.974491459488,553.536712106215,619.886892761693,686.969178478394,751.292347262329,815.766637318167,866.126483308105,954.346472889915,979.40265187279,1031.72350570121,1109.77570440837,1157.11675073764,1207.0264203877,1205.46485310007,1232.48381798911
97000,151.594382444381,185.967938476195,235.857895502161,291.852995209228,346.596270950859,408.125405888084,474.394807221846,550.663665051743,637.52986790547,688.407898468975,758.357546426975,832.002930574447,900.849774489585,929.594116200811,1007.99256121856,1058.9431262465,1081.62245852296,1151.17946129382,1189.48572308129,1225.31029802377,1239.01915461789
98000,145.817135965171,188.154348281798,239.447939304359,288.217971685121,352.514644327024,396.715843485821,463.33319410829,527.462497422501,622.667137062634,676.927235005466,762.132107902917,804.332066435835,884.112087682226,941.583596585999,988.591398473577,1034.57040765222,1113.61787311932,1168.15563316813,1203.12775513939,1265.45143504397,1294.81746227919
99000,146.994564803623,184.395552591064,234.916994052006,290.981154639072,349.809270538925,409.385912659339,461.783622872519,532.601592838725,618.176929674587,692.561491270991,741.921986713184,851.559375031898,865.116834339215,975.887614747346,993.106081743795,1078.34159392548,1128.62681017995,1170.67744771704,1171.66124768955,1272.08216107699,1317.95741126264
100000,143.578068480521,180.117643618613,233.831592780056,286.821364598682,345.40211304232,396.83265213349,461.585526443398,527.909361969942,613.591834255566,684.372066216786,739.843084450407,818.075369122187,903.907096371142,945.421346662289,1003.56626044712,1088.29714608195,1105.56856534971,1146.85865288779,1213.24138981005,1267.07114868729,1314.86196438218
