Var1,powerall_1,powerall_2,powerall_3,powerall_4,powerall_5,powerall_6,powerall_7,powerall_8,powerall_9,powerall_10,powerall_11,powerall_12,powerall_13,powerall_14,powerall_15,powerall_16,powerall_17,powerall_18,powerall_19,powerall_20,powerall_21
37000,225.55188092561,256.550463306645,279.212379497729,306.908231563078,337.463491128948,358.887463808163,377.499755390442,400.008434209104,430.501057566987,444.732246707367,467.374607889367,481.56304616826,489.722325647522,507.188818851536,518.11009039281,530.73422533965,538.066491324153,546.101834845222,558.961646706665,569.233654617638,575.889937679999
38000,225.199107727621,255.303479814873,287.42361558074,316.474683734105,336.325533948759,364.622694370711,383.934958529518,405.687540995325,434.648387361638,459.186351532318,480.713850060882,489.161271103667,500.051035628986,521.156797516781,529.583975702394,535.306728247933,547.262798421437,557.597482519644,566.003760767958,571.449343974922,585.097959335292
39000,224.099551395074,258.396474363098,280.862249963613,321.245231918483,339.099888352518,366.953404930057,388.44298347594,432.160519004443,429.932527460052,460.398354873531,481.953299087268,501.067406503897,515.291087642773,525.993222686523,533.464487978766,549.800660193852,560.365110348213,574.970195286869,584.491654436658,585.836114824017,601.795598712922
40000,227.15372761653,256.183201810312,290.123376585342,324.282834021063,343.261388782503,368.869328252269,395.24329405449,422.32502567897,441.970724614529,471.807899021344,493.316271454091,512.072803504906,525.125338976848,536.978435983226,550.704147292147,565.331314080879,569.089245995716,578.578078626756,590.533960423142,600.132861242968,613.125041909297
41000,222.900372274398,259.544443160147,289.760188849363,321.942668251635,343.172198304847,375.926366571792,397.18578426115,421.895820692558,462.081275422683,472.906257689765,498.585306402329,523.160066344216,537.804752264966,547.866887319383,560.469450091464,573.24426948245,580.330119489282,591.259479295307,605.339657266412,612.696112989566,624.072507004923
42000,222.089574700148,258.650737494928,293.603147160818,328.769831133446,350.945339350404,376.514883823276,402.560768355182,435.266544588023,460.596086559719,485.443453594815,504.172015619481,526.582449442124,546.366077510562,555.08078149792,570.981467353547,583.809210908472,596.629234713733,599.831260369539,620.448092540999,628.135209166644,639.125190141845
43000,221.728800009221,252.354237601946,282.776899841362,325.106965103295,353.897284238814,385.713220318183,411.761158775194,440.323460901855,464.545353907494,497.326650211307,506.282189600916,537.97680728842,557.933270138508,571.194602637229,584.166203031691,595.488159226588,605.467092845836,615.444910759819,626.188037026693,640.801976298714,649.592478880327
44000,220.542644634976,248.984587102935,290.800470338225,323.573838109893,353.516343208655,378.34773238459,416.924987949514,452.289936025961,478.261027518664,503.128380802911,522.62695167386,544.91779645191,557.658259440275,580.922684257696,595.575003489099,608.25030350479,619.578203379812,629.91918526368,635.57191092835,655.330261366649,659.833434155491
45000,220.889652684876,250.834652069086,290.052726299919,326.310361328326,357.179448931101,390.049614923022,418.071467855866,449.264240866329,473.462603800234,506.749326256885,533.079299920852,548.049884258138,568.249673572794,589.689990163149,608.91376047192,611.906748214654,635.77975302718,641.128756125816,654.16663502736,663.672897671164,675.541973069554
46000,218.671950197427,253.091691308383,281.567044267553,329.152559498074,360.74277182281,389.127045295217,431.375842635678,456.466429083753,493.489615130967,519.138102217888,531.990159764194,553.076333745953,577.096717994986,599.717886823794,612.399490927741,625.876433821571,631.4174298927,653.934430795733,666.076566535183,672.617190034737,685.390679621813
47000,218.352481684253,245.919587018832,285.189368047396,321.362819525008,359.580510109789,391.720214508977,429.397017671262,470.757157012192,491.73453566121,522.68165400313,549.753169831772,568.701752655122,590.105749916541,606.059640207008,620.424028961169,640.096606732698,650.416902418767,663.692694397034,673.997830139107,691.005099420312,695.865083571562
48000,219.559199385571,247.290716463647,291.348697988346,320.676292037621,357.139962682405,396.866859356527,420.919772383654,459.845685014681,497.742612237947,525.730171243002,555.64911541167,577.979880647994,595.727306500938,620.534402980528,635.252748397175,649.599744950393,651.061837470064,677.401529962858,683.257163114444,703.72463260312,720.426079430811
49000,218.255287120384,248.258216664798,293.044816851831,319.674452580541,363.463253851967,399.492454448455,431.904147413998,472.004596475461,500.169161106182,538.340069589744,556.541691665791,572.574226714741,602.513690066171,633.679835295657,647.702954248409,669.87363661907,669.220826986569,694.155243165947,699.143360070404,714.258181435104,725.693659804856
50000,213.834470775,247.536966697273,290.173548830885,328.902631630168,359.726168099238,396.821247142073,448.963608644372,473.120083629262,510.321736705595,539.948339986641,560.466240956344,584.573716225897,614.219618144126,629.965317995013,654.859249271678,667.34593958913,688.079457202511,700.499380884061,712.4567733687,729.246294861044,735.449679396113
51000,211.812601804601,245.512361401156,292.311983691529,331.073381568032,369.854966384442,399.476302182599,434.68521220383,480.5081984802,517.430937753239,538.124242766327,575.614393796816,595.129921693838,622.55093059241,647.182657243811,661.164563590324,685.38402331635,688.08389095996,701.328670350478,728.571028274778,729.89481551352,751.828678460024
52000,210.460918029527,249.569952251594,287.305695978469,330.200213362032,356.7271061419,402.612523614494,433.753109258215,483.097593613392,508.091329753271,554.367621180402,585.338863828506,608.092507612211,633.077194159742,652.966570678677,669.525069473647,691.444784353397,709.862517711974,722.534961331716,739.8177071532,744.626234036102,757.807883701514
53000,208.580764793571,243.766046928613,288.013621711147,335.182725542746,360.383903578523,410.029048821438,437.729513437039,480.861722054463,519.435028733604,554.177523777696,588.99886483639,608.910034867563,641.116216702538,660.203616856031,679.672314277074,713.487493979226,719.814560123745,730.528081798025,746.014693405319,768.608202092564,767.958844735454
54000,207.981356474766,242.400020932683,278.239725751659,329.11943568193,367.330633246083,413.726558852535,439.159367229601,480.37736457228,526.338442311785,560.843303708112,596.430341821566,623.672145483384,641.207942380611,668.129505172223,689.791642739955,718.941639266622,721.52217508206,734.011347312164,753.188716752896,762.702396194349,814.244965246217
55000,206.033926582704,239.692297648451,287.907885225794,323.576345585318,363.969807387498,413.51313156115,451.106361143186,500.230121715238,520.894069006148,564.430158479887,593.717852895432,622.50659535912,646.477302609242,677.224060728894,693.381008522387,709.772383125121,738.787649320618,746.979334199977,764.906766626061,777.383433429372,797.227178031429
56000,204.542048310234,247.84688937963,284.216812800582,332.619937420521,378.687482377873,403.70940521694,442.792115428609,486.71149440744,533.19438455231,571.548329626389,602.395763632288,636.936006378839,663.941820059267,683.300057468085,703.428009190647,722.61509965502,755.340263255375,762.160323272799,779.424847721529,794.03880615482,807.397082071068
57000,203.2016532791,235.884006567297,288.348481207764,326.546528105563,375.913219992742,406.018236673516,462.998081661813,486.572683593386,541.700696697051,570.050812216481,608.584439266131,633.291343259849,662.800719433457,689.090642099132,709.069421551687,742.423918066371,757.680276459423,777.591535789468,796.298850867025,811.641768170038,855.938363545826
58000,201.667487537593,237.587912815842,275.204665368118,325.503584506968,372.644037367645,424.899909583091,459.978960069698,491.298238112154,541.138269638437,576.386926927083,601.895547210836,656.700738578658,675.529149804747,704.359627489638,715.383642422125,739.916084760811,760.351330915215,782.496742826526,804.855287226934,822.882367198545,824.760852323799
59000,200.153811797065,245.253073756705,280.540464778509,329.972958422647,362.655363538533,414.860088544352,452.753788503562,503.64411860171,546.57617461158,590.64566769078,608.34465190372,650.08299157261,683.469266831428,703.052822365261,733.671751031157,760.215058585776,773.76373844642,817.90046661825,843.809245419626,821.801133777518,849.521198843199
60000,198.766620205284,237.613720172201,271.547991937117,328.08377127663,362.633221337648,409.735792294704,455.039567555045,513.948440707496,549.5580330326,590.420399049486,618.834676032661,660.196400303629,694.972398912863,718.031743286617,739.177657543466,762.388653956635,781.124044675799,814.298159431512,823.873717044002,836.47737197848,881.728421093303
61000,196.981947225863,238.689836292062,281.745329529447,329.369027505015,366.479435271197,406.923991920763,467.512283425331,502.839420852843,558.336342269282,598.899365585497,631.840783746313,671.444093118909,699.457046800694,725.926848743925,758.063941082517,772.376486793813,794.930254712384,846.228789635961,835.922138904716,852.137316374698,881.936389453446
62000,195.878363553114,230.340600985088,280.064492790863,325.381529815417,366.214235590577,407.043122641304,453.862521242317,515.838142429577,557.564412079509,587.269630116646,638.762613767794,665.172413206217,701.990147836021,716.857586790221,771.608663539713,779.050956647341,801.099345314749,827.523255607971,841.141200928496,875.409455916297,884.365471346776
63000,193.696417853265,233.669141232469,279.719535367413,320.328609481964,367.694440387809,414.640751259478,473.393245340179,509.361409736703,557.786927148169,600.870322751478,638.603723730613,666.540107143874,700.638058095019,726.579104816223,770.453649077262,799.352896412975,840.135366794752,834.623428169596,865.331010784397,900.035843173607,921.74882390419
64000,194.039905608304,235.421719489313,274.389948470451,323.683958287762,370.210215554038,412.759297147078,473.938526520188,524.921118676028,561.130701342772,607.996994743373,636.549936606515,677.07938859282,705.921914924279,742.545867769993,775.065147818183,797.914609643512,816.910101273101,834.670836728681,871.381180011714,909.392558938639,941.250855016933
65000,195.609178011344,233.932332779093,277.704276292115,321.318701916326,364.051191639639,409.268045752853,475.561868231433,521.241208180124,562.632289387446,601.804886050837,639.71650788974,678.612258913315,715.835820314215,757.616846965983,787.707138475867,817.176126736688,859.583506565892,841.395079134882,880.418851515851,907.459671224892,955.541901919275
66000,189.093819657202,228.259774064046,276.731537822292,323.862092213941,371.736999802241,411.548836159865,479.72389519989,523.21958445812,562.961077366976,616.744653845063,652.041706655832,704.157596686706,755.797749244082,753.872306844129,793.574770791768,809.803927715623,838.963835531599,859.751158786951,885.640996900256,898.136807309875,957.931529463633
67000,189.657312691662,226.090775272406,276.834411337906,316.202692303292,376.110348913513,415.863812055881,471.254477951166,527.696806449126,577.124073887165,607.411422502934,660.024226753808,686.889615130739,736.833596385791,764.302715663235,814.616231426062,841.665236179118,857.332631137234,873.794664319667,935.048432590238,957.604327993956,937.65274603108
68000,186.770053132725,223.139517975699,272.704085305597,308.360956159766,371.726132513716,427.209719531466,478.322590767678,515.76758908945,573.272409506356,612.773914504149,659.024373228354,688.942890245927,774.783644570744,761.200183941582,807.797357135152,859.184896352052,889.730266902118,910.160043197225,939.022621194848,930.250846793033,936.442743965256
69000,185.868282976191,224.725964767158,274.529545949425,321.383043982504,367.335791264756,419.832456274151,463.291813479968,520.787045271179,573.35537672771,627.821486561378,666.184128215021,701.594172600102,732.511978586575,775.950404059835,802.920729707692,847.926544868746,862.526901962425,919.649642789501,929.124231978182,926.368184958218,991.22683426327
70000,183.847557596467,223.462759625497,264.716217957219,310.016644314589,378.460161605291,429.279651684039,483.146242471976,529.150737212794,566.127190694223,629.113304764178,671.668453070131,715.959844591614,753.37225314597,795.114973113421,819.192319089879,856.919825103777,878.599713903675,889.77845099502,928.565125286303,954.527383794951,966.475392831786
71000,181.129678622764,218.298049570438,270.017189089497,319.20146986221,359.412957618719,431.105169657643,466.223295717505,540.266169592286,585.834586254209,628.204991570785,699.8075560771,707.893438487196,751.252405161995,798.361583972739,816.472380030776,851.281051674531,897.034193669281,907.612189415553,975.616694510204,985.187299523026,978.540854670288
72000,179.483624994842,214.827999095807,264.395935332801,319.502790644406,364.140203910416,407.846047291011,468.265116002539,536.403794173621,584.533194842773,631.145738455669,671.88708437902,721.087988754647,749.19511264463,782.942433550765,838.297466284682,866.11002474981,889.003129008205,919.57195949563,932.164628909581,998.761411859444,1028.17321092643
73000,178.363252233378,218.209074459006,259.938362482594,312.254464500471,365.000476270952,408.383426206144,489.241693988398,541.138701163222,578.116416853915,633.954352211265,685.482408388324,727.95544218476,759.142490074783,796.309420001914,842.862940924617,865.294988105415,906.440204008192,960.914307278355,979.115673438369,966.245504334403,1019.08575206839
74000,176.911858678261,214.528899315827,266.430686796943,312.092463546139,366.397747741722,407.739071301381,469.339301829121,544.048048538251,581.393792763734,632.563037325684,689.236909767097,722.947907644115,782.195321200567,798.481527190753,857.757263833317,898.044941817567,929.682930624071,947.107658383971,958.622314489291,1005.50990167384,1050.02083628332
75000,175.082655887827,215.226566911418,261.060405487236,317.746487928554,370.524667122393,412.12382230126,487.165102185501,519.732644537332,582.279898640571,647.21943061027,680.850132958968,739.944786358178,775.497727552442,827.17928858578,876.168138271892,884.588793392066,911.225947235576,948.294386523622,1026.30924461363,996.137928904758,1027.31008994209
76000,174.166761471147,221.473300234358,253.66141744369,309.539849145427,374.602516251053,415.237829263413,466.588253095539,535.685230517771,596.102503888594,644.742964887904,713.59472042033,739.949249809556,780.707349651499,818.1057306759,881.53790241972,902.429595751608,929.953720781965,981.383852552423,1001.07139543492,1011.00478275931,1035.54123744712
77000,172.562682658673,221.736589840229,255.682998559829,312.66578575739,367.641496975302,410.499415531284,471.214087172987,548.037380657338,597.717523454456,639.82650927985,702.070623787629,730.569650014325,787.30122683065,829.723231637686,870.047031438929,933.793482871491,936.858653423005,981.781534678686,987.321396963334,1015.47930905333,1041.46982185763
78000,170.822727402218,214.649903264355,261.145442551659,313.558616468189,361.805538516251,421.400793729201,466.284903790028,542.028876705688,586.392430544949,652.365216765425,692.125938070654,738.263756595942,799.792766745818,834.384178607661,882.050762217158,921.194439160559,936.171415923073,970.190538151358,1035.10679777938,1049.37002994404,1087.3127425179
79000,169.814837693502,210.610731131298,261.927368542222,304.789699498906,368.495797531706,421.12069749617,464.858804758644,538.821484216553,592.67745008244,640.510637871319,702.993161706741,743.051523570064,800.675766115541,823.651666911148,908.424166825687,947.083270913361,946.152279367474,993.418270374756,1037.29489838367,1072.20933133944,1057.14614896622
80000,167.791059545211,209.587285416387,255.070476962985,307.838641637508,360.521225424174,423.920481289063,473.578006289991,527.516758027323,603.143054666981,646.050178322267,729.655129319525,772.992785512588,804.669586818929,829.845582647379,877.611325847553,942.652877249036,951.312074737606,979.330644566091,1051.25714939244,1052.26081247293,1106.94784503587
81000,166.374139941339,213.914079859722,258.868310267626,310.913793911822,360.125975606648,423.919288719945,468.121108887595,545.068739874355,600.755079646241,661.522501788619,711.360310355007,748.954838002583,797.86947230913,862.245026946698,906.99106907798,957.133271293913,1000.53808199475,1037.30798592559,1049.40465805068,1063.1226172329,1076.9549848977
82000,166.719491165017,209.68958007942,249.571920228438,302.971823275044,366.629993798571,419.710871093398,466.665486854022,551.795037914316,601.782617676632,661.459378974459,715.833111204907,772.782907690965,809.920143423922,847.95722189375,901.81171754652,962.126647530093,975.043511048471,998.951007120858,1046.55806623963,1067.10124676577,1084.34993832682
83000,164.567543876601,201.997328924169,248.457469363547,297.550579418422,361.217670678517,414.047137135119,469.758475584514,546.06179681841,609.233581597794,663.704424853578,705.276550240097,769.035794815004,802.764345604302,856.964429170969,931.864186374143,973.733068410572,987.17106929845,1054.90001267907,1053.0223918783,1115.23460349279,1119.99323392355
84000,163.625342694201,207.969961495785,249.570130548554,295.340987894913,365.941835997176,415.049220541241,469.17429331197,531.449740135127,597.823911669828,667.113417924096,720.462430898758,766.514101316873,843.077688605549,860.405688347615,933.922959439902,983.642298932603,1006.51761009048,1029.07391474616,1059.28577041121,1106.42150416043,1102.73697088678
85000,160.656458078137,209.419764124366,248.47582109155,293.238803873115,362.023972113516,411.396559208569,479.939868729891,556.312982533026,607.158198474244,662.571659531837,724.608658352799,778.379125570846,811.166556208592,869.32072787852,944.182398621327,992.914383696244,1036.22737906365,1079.37409102157,1089.51715424015,1097.48260981551,1131.38336730617
86000,160.86366298369,196.90236034842,244.668254275708,306.831988527437,362.216119460592,419.153286896303,491.190186187687,550.26581672502,609.811671327239,662.116375645131,719.885543637784,780.578306611855,820.292943821343,869.110035866175,923.706543872791,989.824017035184,1025.81255857556,1066.14657852239,1109.00179833171,1106.52732348919,1162.88575271215
87000,160.23375307807,202.718151736373,248.726493779975,290.156079173172,348.075050603057,421.32053387578,465.588496833113,528.860420736547,599.844446304315,661.581492596239,723.509716382095,766.415045094222,825.611544157415,891.544221021982,931.890322874287,999.239711900742,1013.12579461089,1088.61516328565,1100.68943980224,1163.62295963716,1166.4031893876
88000,157.98434367828,202.121479772534,247.256441390605,291.914430256964,359.863920001657,413.630631943998,469.300506940413,532.466590107616,601.232320303438,667.725699014573,740.712712814175,772.21094188226,826.091746337175,880.299689814338,963.210041900017,1007.71703489983,1016.21670593526,1091.93238198902,1105.96138158599,1156.80010449996,1169.45221153934
89000,156.809983120756,197.852094360561,245.615344899492,291.174578832745,347.785520392227,414.179667060004,488.873742889437,533.99978796194,609.809691068282,673.378649489981,734.042616741911,783.11445778467,879.587211592756,884.161779051918,959.322203033474,1012.93237300619,1065.0986491534,1092.77607900536,1152.06413608318,1175.95764308828,1184.83418254354
